VARVR,USDI - FISH & WILDLIFE SERVICE (Rappahannock Riverlley)
VIBIR,USDI - FISH & WILDLIFE SERVICE (Buck Island)
VIGCR,USDI - FISH & WILDLIFE SERVICE (Green Cay)
VISPR,USDI - FISH & WILDLIFE SERVICE (Sa ndy Point)
DCNEP,USDI - NATIONAL PARK SERVICE (National Capitol Parks - East)
DCNPP,USDI - NATIONAL PARK SERVICE (National Capitol Parks - Central)
DCPIP,USDI - NATIONAL PARK SERVICE (Piscataway Park)
DCRCP,USDI - NATIONAL PARK SERVICE (Rock Creek Park)
DCWHP,USDI - NATIONAL PARK SERVICE (White House)
ALLRP,USDI - NATIONAL PARK SERVICE (Little River Canyon)
ALHBP,USDI - NATIONAL PARK SERVICE (Horseshoe Bend NM)
ALRUP,USDI - NATIONAL PARK SERVICE (Russell Cave NM)
ARARP,USDI - NATIONAL PARK SERVICE (Arkansas Post NM)
ARBUP,USDI - NATIONAL PARK SERVICE (Buffalo National River)
ARFSP,USDI - NATIONAL PARK SERVICE (Ft. Smith NHS)
ARHOP,USDI - NATIONAL PARK SERVICE (Hot Springs NP)
ARPEP,USDI - NATIONAL PARK SERVICE (Pea Ridge NMP)
DCANP,USDI - NATIONAL PARK SERVICE (Antietam National Battlefield)
DCAPP,USDI - NATIONAL PARK SERVICE (Appalachian NST)
DCCAP,USDI - NATIONAL PARK SERVICE (Catoctin Mountain Park)
DCCDP,USDI - NATIONAL PARK SERVICE (Clara Barton Park)
DCCOP,USDI - NATIONAL PARK SERVICE (Chesapeake & Ohio Canal NHP)
DCFWP,USDI - NATIONAL PARK SERVICE (Fort Washington Park)
DCGRP,USDI - NATIONAL PARK SERVICE (Greenbelt Park)
DCHFP,USDI - NATIONAL PARK SERVICE (Harpers Ferry NHP)
DCMOP,USDI - NATIONAL PARK SERVICE (Monocacy NB)
FLBCP,USDI - NATIONAL PARK SERVICE (Big Cypress NP)
FLBIP,USDI - NATIONAL PARK SERVICE (Biscayne NP)
FLCAP,USDI - NATIONAL PARK SERVICE (Canaveral NS)
FLCDP,USDI - NATIONAL PARK SERVICE (Castillo De San Marcos NM)
FLDNP,USDI - NATIONAL PARK SERVICE (DeSoto NM)
FLDTP,USDI - NATIONAL PARK SERVICE (Dry Tortugas NP)
FLEVP,USDI - NATIONAL PARK SERVICE (Everglades NP)
FLFCP,USDI - NATIONAL PARK SERVICE (Ft. Caroline NM)
FLFJP,USDI - NATIONAL PARK SERVICE (Ft. Jefferson NM)
FLFMP,USDI - NATIONAL PARK SERVICE (Ft. Matanzas NM)
FLGIP,USDI - NATIONAL PARK SERVICE (Gulf Island NS)
FLTIP,USDI - NATIONAL PARK SERVICE (Timucuan Ecological & Historic Preserve)
GAANP,USDI - NATIONAL PARK SERVICE (Andersonville NHS)
GACHP,USDI - NATIONAL PARK SERVICE (Chickamauga & Chattanooga NMP)
GACIP,USDI - NATIONAL PARK SERVICE (Cumberland Island NS)
GACRP,USDI - NATIONAL PARK SERVICE (Chattahoochee River NRA)
GAFFP,USDI - NATIONAL PARK SERVICE (Ft. Frederica NM)
GAFPP,USDI - NATIONAL PARK SERVICE (Ft. Pulaski NM)
GAJCP,USDI - NATIONAL PARK SERVICE (Jimmy Carter NHS)
GAKEP,USDI - NATIONAL PARK SERVICE (Kennesaw Mountain NBP)
GAMLP,USDI - NATIONAL PARK SERVICE (Martin Luther King JR. NHS)
GAOCP,USDI - NATIONAL PARK SERVICE (Ocmulgee NM)
KYALP,USDI - NATIONAL PARK SERVICE (Abraham Lincoln Birthplace NHS)
KYCGP,USDI - NATIONAL PARK SERVICE (Cumberland Gap NHP)
KYMCP,USDI - NATIONAL PARK SERVICE (Mammoth Cave NP)
LACAP,USDI - NATIONAL PARK SERVICE (Cane River Creole NHP)
LAJEP,USDI - NATIONAL PARK SERVICE (Jean Lafitte NHP & Preserve)
LANOP,USDI - NATIONAL PARK SERVICE (New Orleans Jazz NHP)
LAPOP,USDI - NATIONAL PARK SERVICE (Poverty Point NM)
MSBCP,USDI - NATIONAL PARK SERVICE (Brices Cross Roads NBS)
MSNAP,USDI - NATIONAL PARK SERVICE (Natchez Trace Parkway)
MSNHP,USDI - NATIONAL PARK SERVICE (Natchez National Historical Park)
MSNSP,USDI - NATIONAL PARK SERVICE (Natchez Trace National Scenic Trail)
MSTBP,USDI - NATIONAL PARK SERVICE (Tupelo NB)
MSVIP,USDI - NATIONAL PARK SERVICE (Vicksburg NMP)
NCBRP,USDI - NATIONAL PARK SERVICE (Blueridge Parkway)
NCCLP,USDI - NATIONAL PARK SERVICE (Cape Lookout NS)
NCCSP,USDI - NATIONAL PARK SERVICE (Carl Sandburg Home NHS)
NCFRP,USDI - NATIONAL PARK SERVICE (Ft. Raleigh NHS)
NCGIP,USDI - NATIONAL PARK SERVICE (Guilford Courthouse NMP)
NCMOP,USDI - NATIONAL PARK SERVICE (Moores Creek NBP)
NCWRP,USDI - NATIONAL PARK SERVICE (Wright Brothers NM)
NCCHP,USDI - NATIONAL PARK SERVICE (Cape Hatteras NS)
OKCHP,USDI - NATIONAL PARK SERVICE (Chickasaw NRA OK)
OKWBP,USDI - NATIONAL PARK SERVICE (Washita Battlefield NHS)
PRSAP,USDI - NATIONAL PARK SERVICE (San Juan NHS)
SCCPP,USDI - NATIONAL PARK SERVICE (Charles Pinckney NHS)
SCCSP,USDI - NATIONAL PARK SERVICE (Congaree Swamp NM)
SCCWP,USDI - NATIONAL PARK SERVICE (Cowpens NM)
SCKMP,USDI - NATIONAL PARK SERVICE (Kings Mountain NMP)
SCNIP,USDI - NATIONAL PARK SERVICE (Ninety Six NHS)
TNASP,USDI - NATIONAL PARK SERVICE (Andrew Johnson NHS)
TNBSP,USDI - NATIONAL PARK SERVICE (Big South Fork NRA)
TNFDP,USDI - NATIONAL PARK SERVICE (Ft. Donelson NMP)
TNGSP,USDI - NATIONAL PARK SERVICE (Great Smoky Mountains NP)
TNOWP,USDI - NATIONAL PARK SERVICE (Obed Wild & Scenic River)
TNSHP,USDI - NATIONAL PARK SERVICE (Shiloh NMP)
TNSTP,USDI - NATIONAL PARK SERVICE (Stones River NB)
TXAFP,USDI - NATIONAL PARK SERVICE (Alibates Flint Quarries NM)
TXAMP,USDI - NATIONAL PARK SERVICE (Amistad NRA)
TXBTP,USDI - NATIONAL PARK SERVICE (Big Thicket NP)
TXLYP,USDI - NATIONAL PARK SERVICE (Lyndon B. Johnson NHP)
TXPAP,USDI - NATIONAL PARK SERVICE (Padre Island NS)
TXPBP,USDI - NATIONAL PARK SERVICE (Palo Alto Battlefield NHS)
TXSAP,USDI - NATIONAL PARK SERVICE (San Antonio Missions NHP)
VABWP,USDI - NATIONAL PARK SERVICE (Booker T. Washington NM)
VACOP,USDI - NATIONAL PARK SERVICE (Colonial NHP)
VAFSP,USDI - NATIONAL PARK SERVICE (Fredricksburg/Spotsylvania NMP)
VAGMP,USDI - NATIONAL PARK SERVICE (George Washington Memorial Parkway)
VAGWP,USDI - NATIONAL PARK SERVICE (George Washington Birthplace NM)
VAMAP,USDI - NATIONAL PARK SERVICE (Manassas NBP)
VAPEP,USDI - NATIONAL PARK SERVICE (Petersburg NB)
VAPWP,USDI - NATIONAL PARK SERVICE (Prince William Forest Park)
VARIP,USDI - NATIONAL PARK SERVICE (Richmond NBP)
VASHP,USDI - NATIONAL PARK SERVICE (Shenandoah NP)
VAWTP,USDI - NATIONAL PARK SERVICE (Wolf Trap Farm Park)
VIBIP,USDI - NATIONAL PARK SERVICE (Buck Island Reef NM)
VICHP,USDI - NATIONAL PARK SERVICE (Christiansted NHS)
VISRP,USDI - NATIONAL PARK SERVICE (Salt River NHP & Ecological Preserve)
VIVIP,USDI - NATIONAL PARK SERVICE (Virgin Islands NP)
